cedula,fechaingresoEmpresa,tituloTercerNivel,nombreEmpresa,numeroTarjetaCredito
0541736818,1998-06-18,Ingeniero/a,Soluciones Integrales,4915-5577-0429-4848
1094407215,1972-02-25,Licenciado/a,Sistemas Avanzados,3316-8288-7036-2823
1354234395,1993-10-31,Doctor/a,Soluciones Integrales,1667-7204-2750-3236
0919395971,1976-10-22,Licenciado/a,Grupo Tecnológico,7896-6569-9210-7510
3038401949,1995-03-23,Ingeniero/a,Grupo Tecnológico,0053-1284-4671-3482
2199544631,1995-12-26,Ingeniero/a,Sistemas Avanzados,2551-9077-5317-2102
1578973323,2012-10-02,Licenciado/a,Soluciones Integrales,9666-2120-6107-2654
0829983865,1983-08-10,Licenciado/a,Grupo Tecnológico,0057-9016-0189-2258
1087351098,2020-11-11,Licenciado/a,Sistemas Avanzados,1774-1731-1998-5341
0602152641,2018-01-31,Doctor/a,Soluciones Integrales,8493-8425-6733-3319
3073331748,1998-09-29,Licenciado/a,Soluciones Integrales,6070-2218-4308-2956
2305113783,1987-02-01,Licenciado/a,Soluciones Integrales,5681-3992-7967-9842
0275141949,2003-03-30,Arquitecto/a,Soluciones Integrales,4941-0176-0417-7531
3060151116,2001-06-20,Doctor/a,Desarrollos Innovadores,2936-4883-7805-4470
0813757752,1983-11-03,Doctor/a,Desarrollos Innovadores,4497-8157-3012-1201
3051690183,1968-06-14,Doctor/a,Soluciones Integrales,4699-8058-2890-0210
1803593958,1976-12-03,Doctor/a,Desarrollos Innovadores,4563-5441-8789-2028
0612170956,2005-05-31,Arquitecto/a,Soluciones Integrales,6720-3339-6431-3917
1470005772,1992-09-22,Doctor/a,Sistemas Avanzados,8011-7658-2326-3982
1265201884,1980-12-18,Doctor/a,Desarrollos Innovadores,3173-1288-6953-1725
0378126665,1995-02-09,Arquitecto/a,Sistemas Avanzados,1564-5659-4222-2073
2106606888,1989-09-04,Arquitecto/a,Grupo Tecnológico,7694-7094-9768-6762
2409797255,1996-12-15,Licenciado/a,Soluciones Integrales,0372-0895-1515-5726
2228841971,1984-07-31,Doctor/a,Desarrollos Innovadores,9340-2655-1314-8526
0113349997,1983-10-14,Licenciado/a,Desarrollos Innovadores,6118-7725-4962-9834
0347568914,1962-02-10,Doctor/a,Soluciones Integrales,1012-6725-5677-7408
2242276167,1972-10-10,Ingeniero/a,Soluciones Integrales,3593-2491-8771-5463
0684068937,2016-07-20,Licenciado/a,Soluciones Integrales,6580-1656-1398-3968
1243664422,2019-08-18,Arquitecto/a,Soluciones Integrales,3939-5124-1441-8660
1775839110,2012-02-09,Ingeniero/a,Soluciones Integrales,2221-9106-2240-3691
1452162468,2007-04-15,Ingeniero/a,Grupo Tecnológico,0655-6701-0957-8104
1077555266,1983-07-06,Licenciado/a,Grupo Tecnológico,1095-2167-4269-4885
0143821276,1999-03-04,Doctor/a,Soluciones Integrales,9580-5678-7387-4353
0328303960,1970-05-06,Licenciado/a,Soluciones Integrales,3784-7058-1085-7788
0312120570,1998-10-21,Licenciado/a,Desarrollos Innovadores,3450-2002-5662-9539
3079830417,1969-04-23,Doctor/a,Desarrollos Innovadores,7714-5698-0007-0177
