cedula,fechaingresoEmpresa,tituloTercerNivel,nombreEmpresa,numeroTarjetaCredito,nombre,apellido,direccion,correo_electronico,fecha_nacimiento,edad,provinciaNacimiento,genero,marca_tarjetaCredito,ingresoAnual
0817072064,2020-02-26,Licenciado/a,Sistemas Avanzados,3906-9661-4072-5803,Dennis,Huff,"890 Michelle Drive Suite 995
Sullivanchester, SC 76783",theodoresmith@example.net,1981-11-24,42,Esmeraldas,Masculino,Marca no conocida,20000
0711517967,2008-05-19,Arquitecto/a,Sistemas Avanzados,6461-6394-4881-2502,Elizabeth,Webster,"5777 Fox Radial Suite 878
Port Aaronburgh, TN 66257",bradshawkatherine@example.org,1981-02-15,43,El Oro,Femenino,Marca no conocida,26000
2458838183,2014-07-09,Doctor/a,Soluciones Integrales,8957-8352-4476-7439,Michael,Anderson,"31219 Atkins Passage
Martinezton, TX 49927",allennguyen@example.org,1982-08-04,41,Santa Elena,Masculino,Marca no conocida,37000
0784428372,2009-03-10,Arquitecto/a,Soluciones Integrales,6970-0517-0651-9026,Deanna,Wong,"832 Robert Street Suite 865
Smithmouth, NM 47807",heathersheppard@example.com,1983-04-19,41,El Oro,Femenino,Marca no conocida,30000
0758194270,1991-04-20,Arquitecto/a,Grupo Tecnológico,4263-2942-9404-4857,Angel,Wilson,"563 Silva Turnpike
Lake Caitlinbury, IA 28037",tmueller@example.org,1981-03-14,43,El Oro,Masculino,Visa,30000
0805409034,1992-05-19,Doctor/a,Sistemas Avanzados,5166-9146-4697-5278,Jose,Mcdonald,"08110 Wallace Creek Suite 696
North Courtneystad, NJ 01261",susanbrown@example.com,1988-03-25,36,Esmeraldas,Masculino,MasterCard,44000
1054433004,1997-02-04,Licenciado/a,Soluciones Integrales,4006-6317-5639-7536,Joshua,Fletcher,"8109 Ashley Knolls
Floresport, NE 02885",clarkemartin@example.net,1982-07-14,41,Imbabura,Masculino,Visa,23000
1659629839,1997-02-22,Ingeniero/a,Sistemas Avanzados,8909-6831-1677-9933,Amanda,Foster,"46469 Clarke Drives Apt. 979
South Ronnieport, FL 58134",rmartinez@example.org,1977-07-22,46,Pastaza,Femenino,Marca no conocida,32000
2332526148,2014-08-20,Ingeniero/a,Sistemas Avanzados,8835-0595-5149-1537,Jamie,Hobbs,"35042 Mathis Circles Apt. 968
New Jennifer, WV 43600",sperry@example.com,1983-06-27,40,Santo Domingo de los Tsáchilas,Femenino,Marca no conocida,31000
1536612723,1992-04-17,Licenciado/a,Soluciones Integrales,0210-5285-3108-8622,Wesley,Rivera,"63459 Camacho Landing
New Latashaton, SD 54583",lawrencemichael@example.net,1987-06-23,36,Napo,Masculino,Marca no conocida,24000
2133554853,2002-08-05,Ingeniero/a,Desarrollos Innovadores,2804-4243-2595-2852,Jeremy,Reilly,"21820 Andrew Ville Suite 800
West Patrick, SD 74008",ukelley@example.org,1975-09-25,48,Sucumbíos,Masculino,Marca no conocida,32000
0188178102,2005-10-03,Doctor/a,Soluciones Integrales,0347-0168-8231-4421,Emma,Mayer,"4916 Stacy Plains
Samuelland, AR 95177",brianmorris@example.com,1971-11-18,52,Azuay,Femenino,Marca no conocida,58000
1466314535,2015-09-21,Arquitecto/a,Sistemas Avanzados,4396-1038-1647-7456,Steven,Torres,"204 Christopher Stream Suite 505
West Sandraborough, CO 16554",gabrielamcguire@example.com,1979-08-18,44,Morona Santiago,Masculino,Visa,26000
0855885575,1996-01-11,Doctor/a,Grupo Tecnológico,8698-3962-5723-2186,Regina,Todd,"8946 Mcclain Hollow
Port Karenmouth, FM 80886",destinycrawford@example.com,1977-11-13,46,Esmeraldas,Femenino,Marca no conocida,57000
0641423558,1968-11-18,Ingeniero/a,Desarrollos Innovadores,8870-2893-8543-0164,Stacey,Riley,"35844 Julie Shoals
Kylefort, IL 97025",hfleming@example.org,1983-10-09,40,Chimborazo,Femenino,Marca no conocida,31000
1723325916,2003-06-02,Ingeniero/a,Desarrollos Innovadores,4243-4892-8235-6161,Ryan,Stevens,"14391 Davis Point
Kelseyport, DE 82950",tross@example.net,1989-04-16,35,Pichincha,Masculino,Visa,30000
0767540835,2012-09-06,Licenciado/a,Sistemas Avanzados,1988-0551-2371-3007,Nathaniel,Perry,"91263 Vanessa Spring Apt. 000
Lake Williehaven, MD 39049",charlesleach@example.com,1980-09-11,43,El Oro,Masculino,Marca no conocida,24000
1437200064,1989-08-20,Ingeniero/a,Sistemas Avanzados,8129-5024-1783-7883,Lauren,Huffman,"2984 Bell Crossing
East Melissa, TX 17385",elewis@example.net,1980-12-18,43,Morona Santiago,Femenino,Marca no conocida,33000
0121275901,1982-03-19,Doctor/a,Sistemas Avanzados,5902-6208-9110-6652,Samantha,Gordon,"43854 Rebecca Manors Suite 103
New Bruceport, NV 69855",morrisjonathan@example.net,1972-08-21,51,Azuay,Femenino,Marca no conocida,43000
1846499944,2007-07-07,Licenciado/a,Sistemas Avanzados,8055-9593-6677-3243,Richard,Rivera,"938 Gross Rapid
Thomashaven, MO 15020",kristy72@example.net,1987-02-13,37,Tungurahua,Masculino,Marca no conocida,24000
1670077509,1976-12-25,Licenciado/a,Grupo Tecnológico,5182-6563-7214-8823,Autumn,Perez,"Unit 8340 Box 2888
DPO AE 54804",taylorroger@example.org,1972-10-27,51,Pastaza,Femenino,MasterCard,22000
3006286491,2010-12-10,Doctor/a,Sistemas Avanzados,7100-7327-0814-0731,Joann,Stephenson,"2507 Murphy Port Suite 305
North Brandon, FM 22923",dhamilton@example.net,1971-08-07,52,Fuera del país,Femenino,Marca no conocida,39000
0118520536,1976-07-16,Arquitecto/a,Sistemas Avanzados,1197-2037-6766-0279,Charlene,Vaughan,"26228 Williams Overpass
East Christineberg, ME 14442",jessica44@example.org,1975-08-09,48,Azuay,Femenino,Marca no conocida,29000
2212849389,2004-06-28,Ingeniero/a,Grupo Tecnológico,1828-6864-1944-5493,Christopher,Carroll,"0276 Gordon Summit
Ashleymouth, NM 29989",jamierobertson@example.net,1974-12-02,49,Orellana,Masculino,Marca no conocida,32000
0858619950,1966-04-07,Doctor/a,Sistemas Avanzados,3751-7983-3292-0818,Daniel,Weber,"51068 Christopher Estates
West Deannaland, NV 59225",jacksonfrances@example.net,1989-02-18,35,Esmeraldas,Masculino,Marca no conocida,36000
2436861062,2015-08-10,Doctor/a,Desarrollos Innovadores,6042-5474-5918-0626,Daniel,Black,"Unit 9769 Box 3099
DPO AA 63871",michaelhart@example.com,1985-06-16,38,Santa Elena,Masculino,Marca no conocida,38000
1797087921,1987-03-13,Doctor/a,Sistemas Avanzados,6680-7274-0646-2195,Anthony,Fisher,"PSC 8853, Box 5068
APO AP 05334",scottpreston@example.com,1970-02-02,54,Pichincha,Masculino,Marca no conocida,59000
1095027391,2001-11-16,Doctor/a,Grupo Tecnológico,9246-0827-9499-4353,Mark,Scott,"7459 Levy Neck Apt. 590
Lake Heathershire, PW 10127",oray@example.net,1974-11-29,49,Imbabura,Masculino,Marca no conocida,58000
0340691182,1962-04-13,Ingeniero/a,Sistemas Avanzados,8960-9390-2834-8860,Vincent,Wiggins,"167 Reyes Fields Suite 345
Mosleyton, MS 46317",thomasryan@example.net,1983-12-26,40,Cañar,Masculino,Marca no conocida,35000
0535254040,1983-06-28,Arquitecto/a,Grupo Tecnológico,8218-4154-2066-0561,Kimberly,Park,"236 Morgan Inlet
Ashleyburgh, AK 16251",abigail45@example.com,1984-06-30,39,Cotopaxi,Femenino,Marca no conocida,29000
1845649462,1986-11-13,Arquitecto/a,Grupo Tecnológico,0818-0452-8851-5732,Donna,Chen,"PSC 9791, Box 1987
APO AA 81051",melissa16@example.org,1982-12-16,41,Tungurahua,Femenino,Marca no conocida,29000
2235329926,1999-11-20,Licenciado/a,Grupo Tecnológico,9946-1561-0026-5376,Jessica,Lopez,"PSC 9238, Box 2469
APO AA 50497",kevin51@example.com,1980-01-26,44,Orellana,Femenino,Marca no conocida,25000
0877679375,1961-05-11,Arquitecto/a,Grupo Tecnológico,7178-3885-8423-3600,Omar,Nguyen,"6462 Goodman Extensions
Albertville, VI 03582",eatonamanda@example.org,1979-03-28,45,Esmeraldas,Masculino,Marca no conocida,28000
1599115382,2017-05-07,Licenciado/a,Soluciones Integrales,0198-1832-5997-2728,Katherine,Kelly,"861 Orozco Via Apt. 154
South Susanland, GA 88616",andersonbrittany@example.net,1984-11-13,39,Napo,Femenino,Marca no conocida,25000
0211955332,1970-08-07,Arquitecto/a,Soluciones Integrales,5295-9807-5356-5172,Megan,Mckinney,"69798 Evan Ranch
Popeborough, TN 27335",timothythompson@example.org,1981-04-13,43,Bolivar,Femenino,MasterCard,29000
0718104914,2001-02-20,Doctor/a,Grupo Tecnológico,4954-6991-7441-3793,Carrie,Shaw,"Unit 2240 Box 9938
DPO AA 36670",kelsey44@example.com,1988-04-08,36,El Oro,Femenino,Visa,43000
0146151232,2009-04-05,Arquitecto/a,Grupo Tecnológico,7151-4050-7283-7190,Kristie,Hill,"57052 Kelly Village Apt. 007
New Devin, IA 47349",mark19@example.com,1980-03-02,44,Azuay,Femenino,Marca no conocida,25000
2463441296,2003-06-04,Doctor/a,Desarrollos Innovadores,7943-7771-5819-7607,Amber,Hamilton,"38517 Jacqueline Plaza Apt. 805
Lake Josephville, SD 67527",nicole80@example.org,1980-02-24,44,Santa Elena,Femenino,Marca no conocida,46000
1689328631,2017-07-15,Ingeniero/a,Sistemas Avanzados,5141-2922-4951-2002,Dominic,Weber,"8264 Mccarthy Passage
North Amyport, VT 48577",sanderssusan@example.org,1984-08-09,39,Pastaza,Masculino,MasterCard,34000
1435517681,2001-11-16,Licenciado/a,Grupo Tecnológico,9105-1568-5590-1891,Douglas,Hill,"Unit 8646 Box 3832
DPO AP 31422",beanolivia@example.net,1970-08-31,53,Morona Santiago,Masculino,Marca no conocida,23000
0884155100,2019-11-10,Licenciado/a,Desarrollos Innovadores,2753-3808-7488-5686,Nicholas,Washington,"454 Erica Greens
Lake Amandaburgh, MN 55212",vhorton@example.org,1981-07-14,42,Esmeraldas,Masculino,Marca no conocida,24000
2345437351,1974-08-23,Ingeniero/a,Desarrollos Innovadores,9994-2037-2968-5273,Hannah,Sweeney,"42569 Brown Plaza
Nancybury, MP 91050",cookevernon@example.org,1982-11-25,41,Santo Domingo de los Tsáchilas,Femenino,Marca no conocida,35000
2304323577,1993-02-19,Licenciado/a,Soluciones Integrales,7560-5515-7232-8230,Kimberly,Shaw,"302 Susan Locks Suite 065
Williamside, ND 52559",zscott@example.com,1974-01-10,50,Santo Domingo de los Tsáchilas,Femenino,Marca no conocida,22000
2132276178,2008-02-20,Ingeniero/a,Sistemas Avanzados,4215-3324-6619-5684,Melissa,Reyes,"3395 Dominguez Extension
New Marcusberg, HI 84882",james51@example.org,1987-02-23,37,Sucumbíos,Femenino,Visa,32000
2374454181,2018-01-10,Licenciado/a,Soluciones Integrales,5434-4140-0774-2651,Matthew,Hughes,"0575 Sandra Fields Apt. 923
Chenmouth, MS 95724",danielmason@example.com,1989-04-23,35,Santo Domingo de los Tsáchilas,Masculino,MasterCard,21000
1112673474,1966-02-03,Licenciado/a,Grupo Tecnológico,1882-6580-8198-6452,Teresa,Wilson,"68032 Kimberly Ramp
Moralesmouth, MN 23636",urobinson@example.com,1981-02-20,43,Loja,Femenino,Marca no conocida,21000
0805971682,2005-01-28,Licenciado/a,Desarrollos Innovadores,1684-4200-8987-8963,David,Wright,"90052 Lisa Route
Melissaville, PR 99864",igordon@example.net,1974-12-22,49,Esmeraldas,Masculino,Marca no conocida,25000
1312563919,2018-07-27,Ingeniero/a,Desarrollos Innovadores,2424-1909-1454-8035,Cory,Williams,"405 Sharp Forks
Lake Christopher, CO 97219",smithnichole@example.net,1988-03-10,36,Manabí,Masculino,Marca no conocida,30000
1816507511,1991-04-22,Ingeniero/a,Grupo Tecnológico,3123-9538-3676-0304,Destiny,Adkins,"65610 Smith Station Suite 932
Victorialand, SD 88503",mirandapotter@example.org,1975-10-27,48,Tungurahua,Femenino,Marca no conocida,31000
3092409616,1992-01-08,Doctor/a,Desarrollos Innovadores,2423-2910-7213-9761,Julia,Greene,"06264 Shirley Center Apt. 898
Lake Kyle, MH 94778",shawnrodriguez@example.net,1988-08-16,35,Fuera del país,Femenino,Marca no conocida,56000
2444711101,1981-12-08,Ingeniero/a,Desarrollos Innovadores,6294-3006-7043-5162,Shelley,Reed,"02966 Johnny Loaf
Nicholeborough, TN 82903",jennifer73@example.net,1982-11-25,41,Santa Elena,Femenino,Marca no conocida,30000
1330130039,1986-04-03,Licenciado/a,Desarrollos Innovadores,1185-2001-7948-3711,Jessica,Greene,"543 Carr Key Suite 013
Travisside, MA 22339",lisa50@example.net,1974-06-29,49,Manabí,Femenino,Marca no conocida,20000
1886644068,2018-02-14,Arquitecto/a,Grupo Tecnológico,4787-5322-1815-8459,Jacqueline,Diaz,"12861 Veronica Ways
New Joemouth, MS 59061",jallen@example.net,1971-01-13,53,Tungurahua,Femenino,Visa,27000
2215171633,2016-03-23,Licenciado/a,Sistemas Avanzados,7093-1908-8512-1787,Ruben,Vance,"51954 Brenda Orchard
Herreraside, MH 69898",john70@example.org,1990-10-16,33,Orellana,Masculino,Marca no conocida,23000
1425195303,1966-04-16,Licenciado/a,Desarrollos Innovadores,2534-3253-0071-9418,Lisa,Miller,"4311 Delacruz Trail
South Elizabethburgh, FL 27017",wrighttimothy@example.net,1990-10-04,33,Morona Santiago,Femenino,Marca no conocida,24000
1258979805,1976-11-07,Arquitecto/a,Desarrollos Innovadores,4850-5415-5518-4301,Julie,Bryant,"46775 Nicholas Throughway
Port Ryan, ME 01073",dmckenzie@example.net,1975-06-23,48,Los Ríos,Femenino,Visa,25000
0944194017,1979-09-11,Licenciado/a,Grupo Tecnológico,7767-3114-8689-0023,Melissa,Allen,"750 Garcia Cove Apt. 942
East Jasonshire, VI 57450",georgerobert@example.org,1977-11-26,46,Guayas,Femenino,Marca no conocida,20000
0375518267,1978-04-14,Ingeniero/a,Sistemas Avanzados,8676-3033-4577-3629,Alex,Tate,"03372 Hall Run Apt. 786
South Kristitown, VT 63757",qjenkins@example.net,1987-10-19,36,Cañar,Masculino,Marca no conocida,31000
1082430819,1975-12-16,Ingeniero/a,Desarrollos Innovadores,7974-5183-6534-7422,James,Thompson,"5248 Michele Isle Apt. 191
Heathershire, NJ 68137",jamescampos@example.com,1972-01-27,52,Imbabura,Masculino,Marca no conocida,34000
0986757214,1994-11-25,Arquitecto/a,Soluciones Integrales,4195-1298-6298-9962,Sharon,Williams,"06826 Allison Port
South Stevenberg, MI 06337",ericatkins@example.net,1989-07-20,34,Guayas,Femenino,Visa,26000
3082294517,1997-12-29,Arquitecto/a,Grupo Tecnológico,4428-8742-2319-2110,Lisa,Roberts,"1531 Perry Ford Apt. 657
East Michellechester, ID 69137",fernandezgabrielle@example.net,1974-01-21,50,Fuera del país,Femenino,Visa,26000
0458480773,2009-02-22,Arquitecto/a,Sistemas Avanzados,0226-6174-3805-5891,Courtney,Barnett,"0772 Shah Points Suite 503
Randymouth, VI 83749",hscott@example.com,1972-07-02,51,Carchi,Femenino,Marca no conocida,28000
0470137619,2016-04-28,Ingeniero/a,Grupo Tecnológico,9774-0175-4368-0212,Lori,Dickson,"283 Samantha Avenue Apt. 181
South Chelsea, PA 32630",lwelch@example.com,1971-11-24,52,Carchi,Femenino,Marca no conocida,32000
0370991041,2020-04-12,Ingeniero/a,Desarrollos Innovadores,7642-5056-8163-5124,Dennis,Hobbs,"21353 John Prairie
New Robert, CO 84438",vsingh@example.com,1971-06-28,52,Cañar,Masculino,Marca no conocida,31000
2306368307,2014-09-27,Doctor/a,Sistemas Avanzados,6998-6892-2985-5686,Daryl,Williams,"Unit 2658 Box 7822
DPO AA 78517",melanieaguilar@example.com,1970-05-14,54,Santo Domingo de los Tsáchilas,Masculino,Marca no conocida,51000
2475563415,1989-07-05,Ingeniero/a,Desarrollos Innovadores,6025-8005-5872-7870,Wayne,Johnson,"383 Nicole Parks
Crawfordburgh, GA 94086",mdavis@example.com,1974-11-08,49,Santa Elena,Masculino,Marca no conocida,32000
0281909525,1974-12-11,Arquitecto/a,Sistemas Avanzados,4627-0654-0537-9847,Gabriella,Padilla,"USNS Wilson
FPO AP 19647",melissa17@example.com,1978-08-04,45,Bolivar,Femenino,Visa,28000
0984457978,1973-10-28,Arquitecto/a,Soluciones Integrales,8920-0693-7708-7372,Norma,Hall,"99156 Stephanie Greens
North Shannon, MO 94001",robert04@example.net,1980-01-01,44,Guayas,Femenino,Marca no conocida,25000
0116845760,2016-12-11,Doctor/a,Grupo Tecnológico,5687-2617-7931-8218,John,White,"59676 Oliver Union Suite 924
North Tracy, GA 01855",dhenry@example.com,1977-02-22,47,Azuay,Masculino,Marca no conocida,42000
0369810050,2012-10-20,Ingeniero/a,Sistemas Avanzados,4795-2767-3347-7249,Lisa,Brown,"4507 Simmons Shoal Suite 142
Stephanieview, NH 07600",pdillon@example.net,1971-08-02,52,Cañar,Femenino,Visa,32000
1142105851,1964-02-19,Arquitecto/a,Soluciones Integrales,8548-5321-1587-7776,Michael,Nguyen,"495 Munoz Turnpike
Gwendolynchester, NC 50790",yfranklin@example.net,1974-10-06,49,Loja,Masculino,Marca no conocida,29000
0400805181,2010-04-11,Ingeniero/a,Soluciones Integrales,8235-1143-3630-0586,Darlene,Stanley,"454 Williams Parkway Apt. 933
Pattersonside, TX 10436",roblesjames@example.net,1976-06-22,47,Carchi,Femenino,Marca no conocida,32000
1188132133,2003-09-10,Ingeniero/a,Desarrollos Innovadores,4000-6044-5550-3868,Sarah,Johnson,"0301 Rogers Highway Apt. 122
West Caitlinton, NJ 50952",amy17@example.com,1981-09-04,42,Loja,Femenino,Visa,32000
1236159935,1963-08-18,Arquitecto/a,Sistemas Avanzados,6930-0145-7638-9411,Gabriel,Vargas,"Unit 3652 Box 0666
DPO AP 05334",xswanson@example.com,1979-07-19,44,Los Ríos,Masculino,Marca no conocida,28000
1598379074,1977-01-17,Arquitecto/a,Soluciones Integrales,7473-2323-4609-1046,Melinda,Ramirez,"7391 Stokes Trail
West Jimmy, WY 12323",sanchezjessica@example.com,1989-12-24,34,Napo,Femenino,Marca no conocida,28000
1173173330,1976-05-05,Doctor/a,Desarrollos Innovadores,9781-1027-9189-0488,Mary,Garcia,"23133 Randolph Burg
Lake Michael, CO 24171",abrown@example.org,1985-12-25,38,Loja,Femenino,Marca no conocida,44000
1156769136,2000-04-18,Ingeniero/a,Grupo Tecnológico,0175-6305-4094-6646,Jeff,Mendez,"2199 Gordon Plain Suite 803
Ginashire, MO 80096",gomezpatrick@example.net,1979-07-10,44,Loja,Masculino,Marca no conocida,34000
1674953056,1963-08-04,Arquitecto/a,Grupo Tecnológico,1519-2568-8566-5491,Joshua,Robbins,"186 Mayo Springs
Codyton, FM 91056",laurareynolds@example.net,1977-04-15,47,Pastaza,Masculino,Marca no conocida,28000
1470164022,1989-10-26,Ingeniero/a,Desarrollos Innovadores,4245-9930-7740-0739,Brandon,Salazar,"306 Cervantes Motorway Suite 944
West Todd, NE 68683",freemanruth@example.net,1986-05-31,37,Morona Santiago,Masculino,Visa,34000
0384241632,1995-02-13,Ingeniero/a,Soluciones Integrales,5038-6560-1336-3709,Mallory,Vasquez,"692 Archer Glens Apt. 831
Paulview, VI 72263",noliver@example.com,1982-06-30,41,Cañar,Femenino,Marca no conocida,33000
1658268547,1993-03-15,Arquitecto/a,Soluciones Integrales,9252-2470-5610-7168,Elizabeth,Macdonald,"8649 Kennedy Fields
Simmonsberg, VT 87968",andrew90@example.org,1980-09-04,43,Pastaza,Femenino,Marca no conocida,27000
1448329566,2002-07-30,Licenciado/a,Grupo Tecnológico,7466-5883-7754-1019,Kimberly,Perkins,"98382 Hernandez Freeway Suite 888
Samanthafurt, KS 29694",emilyhouse@example.com,1984-02-09,40,Morona Santiago,Femenino,Marca no conocida,22000
1525283164,1995-07-16,Licenciado/a,Soluciones Integrales,9510-0828-2596-4062,Rachel,Carter,"158 Anthony Turnpike Suite 857
Kathleenmouth, RI 21239",mhiggins@example.org,1989-02-27,35,Napo,Femenino,Marca no conocida,20000
0226016137,1967-12-09,Ingeniero/a,Sistemas Avanzados,2574-3970-2634-8302,Jorge,Jacobs,"75700 Kelsey Courts Apt. 125
Loganstad, HI 05016",claytonturner@example.com,1975-05-04,49,Bolivar,Masculino,Marca no conocida,30000
1844392339,2006-07-29,Licenciado/a,Soluciones Integrales,1461-6463-8762-6532,Ashley,Rogers,"50952 Silva Union
Christinaport, WI 28657",wrodriguez@example.com,1976-05-13,48,Tungurahua,Femenino,Marca no conocida,21000
0471507802,1963-03-15,Licenciado/a,Grupo Tecnológico,4979-6639-4605-2470,Rhonda,Mcdonald,"961 Ann Loaf
Eugeneshire, GU 63349",iellis@example.com,1979-02-02,45,Carchi,Femenino,Visa,24000
1408352806,1986-03-03,Licenciado/a,Soluciones Integrales,6529-5008-0378-8329,Kimberly,Schneider,"5734 Lynch Estates
Perezchester, ME 74398",thomasramirez@example.net,1990-09-25,33,Morona Santiago,Femenino,Discover,23000
0960992568,1997-11-14,Arquitecto/a,Soluciones Integrales,8928-8068-0689-9698,Nicole,Peterson,"0945 Robert Rue Apt. 147
Johnsonhaven, MO 85817",lawrencemark@example.net,1973-11-07,50,Guayas,Femenino,Marca no conocida,25000
1735193953,1968-12-29,Doctor/a,Soluciones Integrales,4769-8074-0617-9540,Brenda,Lambert,"7779 Williams Station
Port Brianport, MA 98393",cody25@example.net,1970-03-25,54,Pichincha,Femenino,Visa,42000
1353210441,1972-12-01,Ingeniero/a,Desarrollos Innovadores,3019-7328-2403-7610,Lisa,Taylor,"475 Alicia Estates
Banksberg, AZ 92775",beardbrandon@example.net,1990-10-02,33,Manabí,Femenino,Marca no conocida,31000
1055050018,2017-08-21,Arquitecto/a,Soluciones Integrales,4279-2234-9367-8575,Shawn,Jensen,"236 Ethan Junction Apt. 983
Wongview, IN 14496",kiddtravis@example.net,1986-06-27,37,Imbabura,Masculino,Visa,29000
1471623275,1981-03-06,Doctor/a,Sistemas Avanzados,7749-0889-8052-2496,Garrett,Robbins,"1441 Smith Mission Apt. 093
Port Meredith, ND 58449",sandra28@example.com,1983-04-13,41,Morona Santiago,Masculino,Marca no conocida,50000
2117932005,2011-01-15,Ingeniero/a,Grupo Tecnológico,9949-8222-5172-6028,Billy,Maynard,"5353 Robinson Overpass
Lake Saraburgh, IL 27522",ramireztammy@example.com,1984-09-22,39,Sucumbíos,Masculino,Marca no conocida,33000
1720268350,2005-12-29,Arquitecto/a,Sistemas Avanzados,9790-5097-0285-7859,Lori,Torres,"2554 Bowen Road
East Josephmouth, FM 83276",butlermaurice@example.org,1972-10-06,51,Pichincha,Femenino,Marca no conocida,25000
0772810010,1984-02-17,Ingeniero/a,Sistemas Avanzados,0036-9312-4195-2607,Sean,Carr,"46374 Holden Ranch
Gomezport, FL 42258",gerald60@example.net,1985-10-13,38,El Oro,Masculino,Marca no conocida,34000
1200231699,1972-04-16,Licenciado/a,Soluciones Integrales,2794-3080-0128-6936,Aaron,Matthews,"429 Lawrence Port
North Williammouth, WV 21172",vgarcia@example.org,1985-05-31,38,Los Ríos,Masculino,Marca no conocida,24000
1862060520,1972-06-22,Ingeniero/a,Soluciones Integrales,4656-4658-7592-1468,Rhonda,Howard,"28000 Robinson Brook Apt. 324
Lewisside, MN 08916",williamgarcia@example.org,1979-10-20,44,Tungurahua,Femenino,Visa,34000
1751989771,1993-08-09,Ingeniero/a,Grupo Tecnológico,3339-0204-4591-8301,Kelly,Williams,"382 Robinson Fords
West Matthew, CA 28177",vjohnson@example.org,1988-06-05,35,Pichincha,Femenino,Marca no conocida,34000
1499249114,1985-02-28,Licenciado/a,Sistemas Avanzados,1655-4175-1007-0073,Aaron,Sawyer,"10477 Roberson Falls Suite 548
New Matthewstad, UT 60859",ibarraamy@example.net,1989-03-17,35,Morona Santiago,Masculino,Marca no conocida,22000
1129494961,1964-05-26,Doctor/a,Sistemas Avanzados,5322-3300-4705-8178,Eric,Garcia,"8655 Holloway Parkway Suite 689
Alisonfort, WI 27740",stephen05@example.org,1978-10-23,45,Loja,Masculino,MasterCard,36000
0342322030,1999-11-11,Ingeniero/a,Grupo Tecnológico,0394-6114-8883-7083,Bryan,Wallace,"61281 Theresa Parks
West David, CT 33381",valdezphillip@example.net,1970-01-14,54,Cañar,Masculino,Marca no conocida,31000
2032544804,1996-05-28,Ingeniero/a,Desarrollos Innovadores,2528-7430-4351-8735,Cynthia,Mendoza,"57064 Nelson Vista
Thomashaven, CA 14986",daniel01@example.net,1970-04-26,54,Galápagos,Femenino,Marca no conocida,33000
0100670486,2006-07-11,Licenciado/a,Sistemas Avanzados,8261-5925-7650-1097,Melissa,Yang,"418 Sharp Wells Suite 835
Port Michaelstad, SD 43109",veronica73@example.net,1983-09-25,40,Azuay,Femenino,Marca no conocida,23000
0814227681,1964-02-03,Licenciado/a,Sistemas Avanzados,2837-3709-0770-0355,Brett,Barnes,"4536 Christine Way Suite 915
South Shannon, VT 42767",connie65@example.org,1979-06-13,44,Esmeraldas,Masculino,Marca no conocida,23000
2463699455,1996-08-26,Ingeniero/a,Grupo Tecnológico,4650-8924-8338-3642,Erica,Williams,"955 Garcia Groves Suite 061
Elliottberg, WY 72308",mannnicholas@example.com,1975-02-27,49,Santa Elena,Femenino,Visa,35000
2420722423,1972-08-22,Doctor/a,Desarrollos Innovadores,4658-7759-2405-8932,Julie,Smith,"8211 Garza Flats
South Robert, WA 21663",fhughes@example.net,1985-09-29,38,Santa Elena,Femenino,Visa,58000
0369858253,1980-07-25,Arquitecto/a,Desarrollos Innovadores,1528-8555-7476-1633,Benjamin,Clark,"91376 James Estates
South Jacqueline, DE 32583",codyjones@example.org,1986-05-28,37,Cañar,Masculino,Marca no conocida,28000
1822385863,1969-12-08,Doctor/a,Grupo Tecnológico,5830-0678-3080-9817,Nicole,Fletcher,"325 Lori Ways Apt. 352
North Joel, HI 53346",ylee@example.org,1971-10-08,52,Tungurahua,Femenino,Marca no conocida,38000
0719913524,1982-04-25,Ingeniero/a,Grupo Tecnológico,3236-5435-9043-0538,Jill,Parker,"53097 Christian Course Apt. 091
New Jonathan, MA 14568",raymondrichard@example.net,1971-07-23,52,El Oro,Femenino,Marca no conocida,33000
3061501792,1972-08-19,Arquitecto/a,Desarrollos Innovadores,5189-7679-7748-2234,Andrew,Horn,"747 Patricia Glens Apt. 282
Williamschester, WA 11351",michael05@example.com,1976-12-15,47,Fuera del país,Masculino,MasterCard,30000
3060536618,1994-01-11,Licenciado/a,Desarrollos Innovadores,3211-9791-5973-6427,Natalie,Harding,"6863 Blevins Hollow
Lake Donaldfort, AR 08135",zthomas@example.org,1981-01-19,43,Fuera del país,Femenino,Marca no conocida,25000
2044441836,1961-12-05,Doctor/a,Sistemas Avanzados,6677-0340-5476-7541,Eric,Anderson,"4137 Richard Mountains
Lake Claire, TX 07274",phelpsdominique@example.org,1976-09-30,47,Galápagos,Masculino,Marca no conocida,46000
0102460347,2013-07-28,Doctor/a,Grupo Tecnológico,8024-3820-7982-5983,Natalie,Henson,"7386 Macdonald Skyway
Davidchester, AL 22645",floressusan@example.net,1980-12-16,43,Azuay,Femenino,Marca no conocida,46000
1066882001,1982-06-17,Arquitecto/a,Sistemas Avanzados,3191-1176-1307-4733,Sandra,Baker,"8703 Moreno Inlet
West Rogermouth, AS 54814",caseysilva@example.net,1980-02-09,44,Imbabura,Femenino,Marca no conocida,28000
3077035971,1990-09-26,Licenciado/a,Sistemas Avanzados,7702-8767-3490-1210,Dale,Medina,"720 Miller Mountain
East Jasonmouth, ND 12240",aroberts@example.com,1985-11-17,38,Fuera del país,Masculino,Marca no conocida,20000
